case_name,selu_1,relu_1,gradient_2,tanh_1,bn_1
/Users/wardat/Desktop/ICSE2022/Run Time AT/Circle_AT/Circle/normal/model_random_41e9f616-8ad0-4e61-a40a-23206c764509/tmp,√
