val_loss,val_accuracy,loss,accuracy
0.7625422588984172,0.5,0.781629626410348,0.49571428
0.7340597375233968,0.5,0.7505827505247934,0.49714285
0.7131955377260843,0.5066666603088379,0.7247715105329241,0.5042857
0.7007301688194275,0.4866666793823242,0.7096084073611668,0.51285714
0.6953801083564758,0.5133333206176758,0.700394081388201,0.5042857
0.6936435612042745,0.5366666913032532,0.6975327283995492,0.4942857
0.6924789969126384,0.5333333611488342,0.6956651796613421,0.50714284
0.6915999754269918,0.5400000214576721,0.6944901483399527,0.5114286
0.6907848024368286,0.5299999713897705,0.6924584559031896,0.50714284
0.6905602995554606,0.5400000214576721,0.6908339841025216,0.49714285
0.6896733403205871,0.5433333516120911,0.6895763959203448,0.49714285
0.6897886649767557,0.5633333325386047,0.6880675632613046,0.5114286
0.6898563623428344,0.5366666913032532,0.6867937438828604,0.53
0.6891040428479512,0.550000011920929,0.6853433983666556,0.5385714
0.6882433907190959,0.5400000214576721,0.6839762340273176,0.5485714
0.6880654819806417,0.54666668176651,0.6829810680661883,0.55714285
0.6869362648328146,0.5066666603088379,0.6813850743430001,0.55285716
0.6858411884307861,0.5166666507720947,0.6799317785671779,0.5657143
0.6843202296892802,0.5266666412353516,0.6783774365697588,0.58
0.6832824858029684,0.5433333516120911,0.6767645355633327,0.5857143
0.6827748266855875,0.550000011920929,0.675202602318355,0.6085714
0.6804564627011617,0.5766666531562805,0.6734463208062308,0.61285716
0.6790975483258566,0.5733333230018616,0.6708663650921413,0.6257143
0.6785043915112813,0.5799999833106995,0.6686578188623701,0.6242857
0.6765661716461182,0.5666666626930237,0.6663857906205314,0.64
0.6729849751790364,0.6066666841506958,0.6635609132902963,0.64428574
0.6700260202089946,0.6066666841506958,0.6609453776904515,0.6471428
0.6668750794728597,0.6166666746139526,0.658461572102138,0.63714284
0.6631670379638672,0.6266666650772095,0.6539760902949742,0.64857143
0.6593767921129863,0.653333306312561,0.6502337963240488,0.6571429
0.6535586643218995,0.6600000262260437,0.6453004220553807,0.6628571
0.6477292561531067,0.6733333468437195,0.6410088447162083,0.67
0.642415996392568,0.6800000071525574,0.6364566407884871,0.6842857
0.6365594299634297,0.6866666674613953,0.6290804396356855,0.69142854
0.6313640062014262,0.70333331823349,0.6249368378094264,0.69
0.6278669540087382,0.6600000262260437,0.6208295314652579,0.69142854
0.6158125400543213,0.7066666483879089,0.611801701613835,0.69714284
0.608174356619517,0.70333331823349,0.6046001710210528,0.6942857
0.6002055287361145,0.7166666388511658,0.5960459242548262,0.7171429
0.5942948722839355,0.6966666579246521,0.5883480051585607,0.7057143
0.5847715918223063,0.7166666388511658,0.5805055356025696,0.7171429
0.5787118752797444,0.7233333587646484,0.5760335261481149,0.71
0.5735054779052734,0.7066666483879089,0.564066287449428,0.73571426
0.5623954224586487,0.7200000286102295,0.5591406645093645,0.74285716
0.5538734237353007,0.7233333587646484,0.5517767003604344,0.7385714
0.5484676400820414,0.7433333396911621,0.5462029763630458,0.74857146
0.5402644642194112,0.7333333492279053,0.5348650969777788,0.7457143
0.5314400207996368,0.746666669845581,0.528258032969066,0.75142854
0.5200660026073456,0.753333330154419,0.5246322665895734,0.74714285
0.5165565689404805,0.753333330154419,0.5149970742634364,0.76285714
0.5049771889050801,0.7866666913032532,0.5053979453018733,0.76285714
0.4961305157343547,0.7599999904632568,0.5029362181254796,0.77
0.4906276456514994,0.7733333110809326,0.4948813773904528,0.77
0.4808732521533966,0.7799999713897705,0.4880018900121961,0.76285714
0.46877100189526877,0.7833333611488342,0.47899418422154016,0.77428573
0.4614971268177033,0.8066666722297668,0.47509004933493476,0.78
0.45594677805900574,0.8033333420753479,0.4677925709315709,0.78
0.4488672892252604,0.8100000023841858,0.4615336915424892,0.7828571
0.44051393508911135,0.8299999833106995,0.4597199988365173,0.79285717
0.43594411373138425,0.8233333230018616,0.4559261701788221,0.8057143
0.43057653864224754,0.8166666626930237,0.44676764948027475,0.81285715
0.42133221904436746,0.846666693687439,0.4441945815086365,0.81
0.4168318637212117,0.8500000238418579,0.44199821949005125,0.80142856
0.42108986695607503,0.8199999928474426,0.43751277072089056,0.80142856
0.40514830271402996,0.8433333039283752,0.43605860097067695,0.81714284
0.4023990360895793,0.8500000238418579,0.4337453246116638,0.80714285
0.40435436288515725,0.8266666531562805,0.4284762672015599,0.8057143
0.39279181679089864,0.8533333539962769,0.4270228178160531,0.82
0.39807026108105975,0.8500000238418579,0.42281459723200115,0.8142857
0.38552466630935667,0.8500000238418579,0.42658299599375044,0.81
0.3888116558392843,0.8433333039283752,0.41605491587093896,0.81142855
0.38098885655403136,0.846666693687439,0.41573873213359286,0.81857145
0.3746785748004913,0.8566666841506958,0.41367392352649146,0.81857145
0.3732529346148173,0.8533333539962769,0.41673711538314817,0.82
0.37718692143758137,0.8533333539962769,0.4109288624354771,0.82
0.3697524591286977,0.8500000238418579,0.4106318095752171,0.8214286
0.3693285377820333,0.846666693687439,0.4090855053492955,0.8157143
0.370186288356781,0.8566666841506958,0.4051284692968641,0.82285714
0.3625543189048767,0.8533333539962769,0.4046805255753653,0.82857144
0.3613397248586019,0.8533333539962769,0.40665369255202155,0.82285714
0.3724687135219574,0.8533333539962769,0.40510279621396744,0.81285715
0.359234117269516,0.8533333539962769,0.4057736580712455,0.8214286
