case_name,selu_1,relu_1,gradient_2,tanh_1,bn_1
/Users/wardat/Desktop/ICSE2022/Run Time AT/Blob_AT/Blob/normal/model_random_953b07b0-9126-4363-8613-2426e4224dc4/tmp,√
