case_name,selu_1,relu_1,gradient_2,tanh_1,bn_1
/Users/wardat/Desktop/ICSE2022/Run Time AT/Circle_AT/Circle/normal/model_random_fcaf2479-4acc-4ff2-a9ad-53f48017d2fe/tmp,√
