checktype,current_epoch,issue_list,time_usage,Describe
-----Using selu solution to retrain Detail can be found in the directory!-----
epoch,426,[],12.887083053588867,No Issue now
epoch,429,[],12.96286916732788,No Issue now
epoch,432,[],13.039900302886963,No Issue now
epoch,435,[],13.147427082061768,No Issue now
epoch,438,[],13.224975109100342,No Issue now
epoch,441,[],13.300974130630493,No Issue now
epoch,444,[],13.378268241882324,No Issue now
epoch,447,[],13.455305337905884,No Issue now
epoch,450,[],13.532576084136963,No Issue now
epoch,453,[],13.608692407608032,No Issue now
epoch,456,[],13.685383319854736,No Issue now
epoch,459,[],13.761709213256836,No Issue now
epoch,462,[],13.839189052581787,No Issue now
epoch,465,[],13.914896249771118,No Issue now
epoch,468,[],13.992747068405151,No Issue now
epoch,471,[],14.069207191467285,No Issue now
epoch,474,[],14.146376371383667,No Issue now
epoch,477,[],14.222992181777954,No Issue now
epoch,480,[],14.300939083099365,No Issue now
epoch,483,[],14.377224206924438,No Issue now
epoch,486,[],14.45522928237915,No Issue now
epoch,489,[],14.531496286392212,No Issue now
epoch,492,[],14.609055995941162,No Issue now
epoch,495,[],14.684218168258667,No Issue now
epoch,498,[],14.761439323425293,No Issue now
------------Solved!-----------
