case_name,selu_1,relu_1,gradient_2,tanh_1,bn_1
/Users/wardat/Desktop/ICSE2022/Run Time AT/Circle_AT/Circle/normal/config_random_b060fc17-d853-474c-9f2f-526a3772743c/tmp,√
