case_name,selu_1,relu_1,gradient_2,tanh_1,bn_1
/Users/wardat/Desktop/ICSE2022/Run Time AT/Circle_AT/Circle/normal/model_random_c06b132f-fb90-43d8-9b20-c538ce7b6074/tmp,×,√
