case_name,selu_1,relu_1,gradient_2,tanh_1,bn_1
/Users/wardat/Desktop/ICSE2022/Run Time AT/Blob_AT/Blob/normal/double_random_54f7ba3b-6a1a-4dff-b1ed-491cc3dc87b4/tmp,√
