case_name,selu_1,bn_1,initial_3,leaky_3
C:\Research paper\Summer 2021\meeting 7-16\bechmark\SOF\31880720\demo_case\Gradient_Vanish_Case\tmp\result_dir\solution,b'\xc3\x97',b'\xc3\x97',b'\xc3\x97',b'\xc3\x97'
