case_name,selu_1,relu_1,gradient_2,tanh_1,bn_1
/Users/wardat/Desktop/ICSE2022/Run Time AT/Blob_AT/Blob/normal/double_random_a4d82733-46cc-45b1-815d-b33ca2111281/tmp,√
