case_name,selu_1,relu_1,gradient_2,tanh_1,bn_1
/Users/wardat/Desktop/ICSE2022/Run Time AT/Circle_AT/Circle/normal/model_random_46edd947-9d92-4700-ae06-58154c944d5e/tmp,√
